author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
MR Group;developer;https://www.cian.ru/sale/flat/304434457/;Москва;sale;flat;9;21;2;39.44;14265342;Покровское-Стрешнево;Волоколамское шоссе;95/1к12;Трикотажная;City Bay
MR Group;developer;https://www.cian.ru/sale/flat/296523631/;Москва;sale;flat;3;36;1;40.8;28480970;Беговой;Ленинградский проспект;вл8;Белорусская;Slava
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/292945866/;Москва;sale;flat;5;15;2;57.4;33000000;Якиманка; Шаболовка;23к2;Шаболовская;Созвездие Капитал-1
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/304419580/;Москва;sale;flat;5;14;2;79.1;118650000;Замоскворечье;Космодамианская набережная;4/22кБ;Новокузнецкая;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/298516536/;Москва;sale;flat;7;11;1;46.6;25299140;;;В14 кв-л;Павшино;Сберсити ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301628710/;Москва;sale;flat;2;5;2;75.1;84500000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
А101;developer;https://www.cian.ru/sale/flat/295067142/;Москва;sale;flat;3;9;1;36.1;6884312;;;2;Толстопальцево;Родные кварталы ЖК
Sense Development;developer;https://www.cian.ru/sale/flat/304541780/;Москва;sale;flat;11;13;1;40.3;24834431;Даниловский;Подольское шоссе;3;Тульская;Logos
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304791330/;Москва;sale;flat;10;16;2;73.5;87700000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293510493/;Москва;sale;flat;8;22;2;87.2;38000000;Раменки; Пырьева;9К1;Поклонная;
Tekta Group;developer;https://www.cian.ru/sale/flat/303224347/;Москва;sale;flat;29;34;1;30.0;17388000;Обручевский;;;Воронцовская;Эвер ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304293060/;Москва;sale;flat;23;29;2;68.1;32800000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/295316100/;Москва;sale;flat;22;42;2;61.6;27990000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/302795522/;Москва;sale;flat;2;20;2;36.0;13795200;Головинский;Михалковская ;48С4;Коптево;Михалковский
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380842/;Москва;sale;flat;33;73;2;103.0;110000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/300284866/;Москва;sale;flat;19;24;2;70.0;42000000;Хорошевский;Хорошевское шоссе;25Ак3;Хорошёвская;Династия
Tekta Group;developer;https://www.cian.ru/sale/flat/301260582/;Москва;sale;flat;14;27;1;28.1;19453630;Даниловский;;1;Павелецкая;Эра ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/290001136/;Москва;sale;flat;2;6;2;75.0;84750000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
Юлия Федорова;realtor;https://www.cian.ru/sale/flat/304595382/;Москва;sale;flat;3;9;1;33.4;12990000;Коньково; Академика Арцимовича;8;Беляево;
FORMA;developer;https://www.cian.ru/sale/flat/301158303/;Москва;sale;flat;18;26;1;40.93;40696617;Пресненский;к2.2;к2.2;Белорусская;Репаблик ЖК
Артем Ченцов;realtor;https://www.cian.ru/sale/flat/302772342/;Москва;sale;flat;9;30;2;49.8;26000000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/304326863/;Москва;sale;flat;19;25;2;50.7;11400000;; Фитаревская;21;Коммунарка;Garden Park Эдальго
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370745/;Москва;sale;flat;2;6;1;39.0;19500000;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/303068913/;Москва;sale;flat;20;39;2;63.6;37000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
АЙГРИН;developer;https://www.cian.ru/sale/flat/304295911/;Москва;sale;flat;6;14;2;52.73;11862950;Силино;проспект Генерала Алексеева;17с1;Зеленоград — Крюково;Апарт-отель Сигма Силино
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304094989/;Москва;sale;flat;23;25;2;54.9;24150510;Лефортово;Независимость кв-л;;Авиамоторная;Символ ЖК
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/302592971/;Москва;sale;flat;9;10;2;43.4;17900000;Даниловский;1-я оч.;к4;ЗИЛ;Shagal
А101;developer;https://www.cian.ru/sale/flat/295067550/;Москва;sale;flat;2;9;2;37.9;7149325;;;2;Толстопальцево;Родные кварталы ЖК
COLDY;developer;https://www.cian.ru/sale/flat/303330139/;Москва;sale;flat;2;15;1;35.27;28877924;Даниловский; Серпуховский Вал;7с16;Тульская;Дом 7 Даниловский
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/301212545/;Москва;sale;flat;7;9;1;55.3;19300000;Даниловский;1-я оч.;к4;ЗИЛ;Shagal
Plus Development;developer;https://www.cian.ru/sale/flat/302453330/;Москва;sale;flat;7;23;2;37.6;7666562;;;;Филатов Луг;Детали ЖК
MR Group;developer;https://www.cian.ru/sale/flat/300288766/;Москва;sale;flat;40;54;1;29.14;19388066;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/288137618/;Москва;sale;flat;20;29;2;53.2;29000000;Ростокино; Вильгельма Пика;;Ботанический сад;Режиссёр
RND;real_estate_agent;https://www.cian.ru/sale/flat/301426259/;Москва;sale;flat;6;16;1;34.8;12300000;Дмитровский;Дмитровское шоссе;107Ак5;Яхромская;Город
VOS HOD;developer;https://www.cian.ru/sale/flat/300560439/;Москва;sale;flat;8;17;2;71.8;43991860;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301520504/;Москва;sale;flat;2;21;2;116.0;142000000;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/303527409/;Москва;sale;flat;3;18;1;30.6;10500000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
TOUCH;developer;https://www.cian.ru/sale/flat/302838439/;Москва;sale;flat;2;13;1;40.02;22691340;Южнопортовый;;к3;Дубровка;Шампайн ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/293861271/;Москва;sale;flat;9;45;1;46.3;21000000;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney City
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/303071453/;Москва;sale;flat;10;23;1;35.4;9900000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
3SGroup;developer;https://www.cian.ru/sale/flat/299379245/;Москва;sale;flat;7;17;2;49.5;11494596;;;;Корниловская;FOREVILLE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303345756/;Москва;sale;flat;4;8;2;59.0;42000000;Пресненский;Большая Садовая ;1;Маяковская;
Level Group;developer;https://www.cian.ru/sale/flat/301565134/;Москва;sale;flat;11;23;2;34.9;;Печатники;;13;Кожуховская;Левел Южнопортовая ЖК
Мангазея;developer;https://www.cian.ru/sale/flat/304059533/;Москва;sale;flat;3;41;2;72.5;29819250;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304224403/;Москва;sale;flat;1;19;2;94.2;67000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд3;Шелепиха;Сердце Столицы
MR Group;developer;https://www.cian.ru/sale/flat/303786405/;Москва;sale;flat;12;39;1;33.69;14852731;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
MR Group;developer;https://www.cian.ru/sale/flat/303541823/;Москва;sale;flat;18;44;1;41.34;21971194;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300015723/;Москва;sale;flat;20;39;2;64.0;37000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303787673/;Москва;sale;flat;3;16;2;57.0;17500000;;проспект Прокшинский;10;Прокшино;Прокшино
Tekta Group;developer;https://www.cian.ru/sale/flat/303506233/;Москва;sale;flat;8;28;1;39.7;17789570;Нагорный;;1;Нагорная;Твелв ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304132271/;Москва;sale;flat;11;43;2;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/302221785/;Москва;sale;flat;3;5;2;43.75;13900000;Северное Измайлово;Щелковское шоссе;18;Черкизовская;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/291868741/;Москва;sale;flat;3;13;1;54.02;30299818;;;В20 кв-л;Павшино;Сберсити ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/299723346/;Москва;sale;flat;63;66;1;86.0;90000000;Пресненский;1-й Красногвардейский проезд;22;Деловой центр;NEVA TOWERS
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295467334/;Москва;sale;flat;5;10;2;106.2;70000000;Хамовники; Пречистенка;40/2С4;Парк Культуры;
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576242/;Москва;sale;flat;15;22;2;38.4;29255040;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/297894351/;Москва;sale;flat;6;7;2;95.0;130000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/304329908/;Москва;sale;flat;24;44;2;69.0;31700000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Мангазея;developer;https://www.cian.ru/sale/flat/302850687/;Москва;sale;flat;4;21;1;48.0;24209040;Щукино;Щукинская ;3;Щукинская;Интонация
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/303476285/;Москва;sale;flat;9;29;2;68.1;40000000;Хорошево-Мневники;Шелепихинская набережная;34к4;Шелепиха;Сердце Столицы
Основа;developer;https://www.cian.ru/sale/flat/301042095/;Москва;sale;flat;3;20;1;36.75;12090750;Преображенское;Потешная ;;Преображенская площадь;EvoPark Сокольники
Пионер;developer;https://www.cian.ru/sale/flat/301459962/;Москва;sale;flat;6;11;1;55.8;53121767;Даниловский;;;Павелецкая;Опус ЖК
ID 87796330;homeowner;https://www.cian.ru/sale/flat/304516117/;Москва;sale;flat;6;21;1;35.1;16497000;Очаково-Матвеевское;Очаковское шоссе;9А;Давыдково;Vangarden
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304781924/;Москва;sale;flat;4;6;2;105.6;95000000;Арбат; Арбат;15/43;Арбатская;
Пионер;developer;https://www.cian.ru/sale/flat/301460115/;Москва;sale;flat;6;26;1;24.4;19219050;Даниловский;;;Павелецкая;Хай Лайф ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590858/;Москва;sale;flat;3;8;2;59.3;48800000;Даниловский;Хавская ;9;Шаболовская;Residence Hall Шаболовский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304780860/;Москва;sale;flat;19;25;2;42.2;32600000;Филевский парк;Береговой проезд;5Ак3;Фили;Фили Град
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/300423805/;Москва;sale;flat;2;13;1;56.19;26499204;;;В21 кв-л;Опалиха;Сберсити ЖК
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304744517/;Москва;sale;flat;4;5;2;50.0;55000000;Хамовники;Мансуровский переулок;10С2;Парк Культуры;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/301906475/;Москва;sale;flat;22;22;1;15.8;7890000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/299137613/;Москва;sale;flat;4;12;1;45.87;23045088;;;В19 кв-л;Павшино;Сберсити ЖК
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/302301195/;Москва;sale;flat;3;18;2;48.0;31690000;Раменки; Янковского;1к2;Аминьевская;Событие
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/303666748/;Москва;sale;flat;16;22;1;19.2;10000000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
MR Group;developer;https://www.cian.ru/sale/flat/276155299/;Москва;sale;flat;3;57;1;42.77;24617001;Филевский парк;;;Фили;Фили Сити ЖК
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303397064/;Москва;sale;flat;30;41;2;57.0;29000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303762197/;Москва;sale;flat;8;19;2;60.0;32500000;"Стильный ""лофт"" в е Беговой2-комн. апартаменты";60 м²;;;
Стадион Спартак;developer;https://www.cian.ru/sale/flat/292442347/;Москва;sale;flat;3;13;1;45.4;23081360;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
EXCLUSIVE CITY;real_estate_agent;https://www.cian.ru/sale/flat/298381402/;Москва;sale;flat;8;21;2;51.0;45000000;Пресненский;набережная Пресненская;10с2;Деловой центр;МФК IQ-квартал
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/301906284/;Москва;sale;flat;5;9;2;64.0;47000000;Хамовники;Фрунзенская набережная;44С1;Фрунзенская;
Основа;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;6;28;1;43.5;17182500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/303275971/;Москва;sale;flat;3;13;2;65.6;49800000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Основа;developer;https://www.cian.ru/sale/flat/293007189/;Москва;sale;flat;4;36;2;37.9;10687800;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/304087556/;Москва;sale;flat;7;15;2;40.8;24984579;Раменки;Винницкая ;8к3;Раменки;Настоящее
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/304638302/;Москва;sale;flat;18;27;2;64.2;36800000;Раменки;Винницкая ;8к1;Раменки;Настоящее
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300812063/;Москва;sale;flat;2;3;2;77.0;50000000;Хамовники;Саввинская набережная;5;Киевская;
ID 119217275;developer;https://www.cian.ru/sale/flat/304795208/;Москва;sale;flat;8;59;1;31.7;15364990;Можайский;Верейская ;29С35;Давыдково;VEER
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/304301310/;Москва;sale;flat;4;7;2;69.7;93446700;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов 
Кристина Лебедева;realtor;https://www.cian.ru/sale/flat/302961325/;Москва;sale;flat;2;4;1;38.64;10819200;Соколиная гора;Щербаковская ;53К17;Измайлово;
КРОСТ;developer;https://www.cian.ru/sale/flat/296745539/;Москва;sale;flat;21;28;1;36.9;18117900;Хорошево-Мневники; Генерала Глаголева;;;CRYSTAL Трилогия
ЖИR Private;real_estate_agent;https://www.cian.ru/sale/flat/301157443/;Москва;sale;flat;11;41;1;67.1;33000000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Пионер;developer;https://www.cian.ru/sale/flat/304227706/;Москва;sale;flat;4;47;2;48.9;30956047;Даниловский;;;Павелецкая;Хай Лайф ЖК
Пионер;developer;https://www.cian.ru/sale/flat/301514978/;Москва;sale;flat;3;9;1;39.85;17215863;Москворечье-Сабурово;;;Варшавская;Лайф Варшавская ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042655/;Москва;sale;flat;37;79;1;78.0;80000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300140948/;Москва;sale;flat;11;20;1;44.0;22490000;Левобережный;Ленинградское шоссе;69;Беломорская;Aquatoria
Sminex;developer;https://www.cian.ru/sale/flat/304796162/;Москва;sale;flat;8;14;1;44.6;26190000;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304294232/;Москва;sale;flat;24;29;2;68.1;33000000;Якиманка;Мытная ;40к3;Шаболовская;Sky House
MR Group;developer;https://www.cian.ru/sale/flat/303224747/;Москва;sale;flat;7;9;1;42.21;26479474;Марьина роща;;;Марьина Роща;Мод ЖК
Level Group;developer;https://www.cian.ru/sale/flat/298671589/;Москва;sale;flat;3;17;2;39.8;;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/291208109/;Москва;sale;flat;6;7;2;94.0;130000000;Хамовники; Льва Толстого;23к7с3;Парк Культуры;Литератор
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304865144/;Москва;sale;flat;3;12;2;66.0;82000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
Пионер;developer;https://www.cian.ru/sale/flat/301460277/;Москва;sale;flat;16;39;1;37.2;27751460;Даниловский;;;Павелецкая;Хай Лайф ЖК
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304381590/;Москва;sale;flat;15;36;2;60.0;28900000;Пресненский;Мукомольный проезд;2;Шелепиха;
Upside Development;developer;https://www.cian.ru/sale/flat/303215976/;Москва;sale;flat;12;12;1;58.7;38155000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/300660827/;Москва;sale;flat;28;29;2;53.6;42800000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Стоун Бридж эстейт;real_estate_agent;https://www.cian.ru/sale/flat/290075868/;Москва;sale;flat;2;16;1;49.3;60000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008779/;Москва;sale;flat;12;28;2;121.68;63400000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/290532622/;Москва;sale;flat;3;7;2;112.0;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
Максим Годунов;realtor;https://www.cian.ru/sale/flat/304572579/;Москва;sale;flat;2;7;2;111.5;100350000;Арбат;1-й Смоленский переулок;21;Смоленская;Smolensky De Luxe
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/295368581/;Москва;sale;flat;3;9;2;135.4;145000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Sminex;developer;https://www.cian.ru/sale/flat/294328835/;Москва;sale;flat;3;6;1;78.7;163160000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290697585/;Москва;sale;flat;3;9;2;148.5;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/304828158/;Москва;sale;flat;6;19;1;37.0;8100000;Ярославский;Лосиноостровская ;вл45к2;Свиблово;Сказочный лес
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/295014010/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300858701/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294623881/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300822403/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/301476484/;Москва;sale;flat;13;22;1;17.6;8900000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;13;22;1;19.9;9070000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ID 96167522;realtor;https://www.cian.ru/sale/flat/298882717/;Москва;sale;flat;9;9;1;36.5;9215000;Люблино; Верхние Поля;27С2;Братиславская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303294709/;Москва;sale;flat;9;9;2;42.0;12400000;Новогиреево;Союзный проспект;24;Новогиреево;
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300328213/;Москва;sale;flat;3;8;2;42.0;12500000;; Николо-Хованская;18;Филатов Луг;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296506433/;Москва;sale;flat;8;24;2;50.7;17100000;Можайский; Толбухина;11К2;Сетунь;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/299252517/;Москва;sale;flat;3;14;2;61.1;19950000;Печатники;Южнопортовая ;28АС17;Кожуховская;Level Южнопортовая
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296736911/;Москва;sale;flat;4;21;1;45.15;22500000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
MOD estate;real_estate_agent;https://www.cian.ru/sale/flat/299499349/;Москва;sale;flat;5;21;1;48.4;22800000;Щукино;Щукинская ;3;Щукинская;Интонация
Estes;real_estate_agent;https://www.cian.ru/sale/flat/304233063/;Москва;sale;flat;3;22;2;60.8;23000000;Хорошево-Мневники;3-я Хорошевская ;17А;Зорге;Вереск
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303947008/;Москва;sale;flat;6;12;2;49.9;23190000;Филевский парк;Кастанаевская ;7;Багратионовская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304119233/;Москва;sale;flat;8;24;2;45.2;23300000;Хорошево-Мневники;Шелепихинская набережная;40к2;Шелепиха;Sydney City
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Москва;sale;flat;5;6;1;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
MOD estate;real_estate_agent;https://www.cian.ru/sale/flat/301499581/;Москва;sale;flat;4;21;2;71.8;29850000;Щукино;Щукинская ;3;Щукинская;Интонация
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/288460035/;Москва;sale;flat;9;21;2;50.3;32900000;Басманный; Земляной Вал;37к1;Чкаловская;Дом Chkalov
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/303401196/;Москва;sale;flat;26;43;2;62.8;35200000;Хорошево-Мневники;Шелепихинская набережная;40к1;Шелепиха;Sydney City
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296565916/;Москва;sale;flat;4;8;2;65.0;44900000;Тверской;Благовещенский переулок;5;Маяковская;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299568402/;Москва;sale;flat;4;23;2;70.0;44990000;Хорошевский;9Ак1;9Ак1;Зорге;Зорге 9 ЖК
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008778/;Москва;sale;flat;4;28;2;70.0;48000000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298329420/;Москва;sale;flat;2;9;1;49.2;50910200;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
SUNRISE Estate;real_estate_agent;https://www.cian.ru/sale/flat/303412649/;Москва;sale;flat;2;24;2;90.6;59500000;Беговой;Верхняя ;20к1;Белорусская;Суббота
Capital Group;developer;https://www.cian.ru/sale/flat/301483027/;Москва;sale;flat;12;18;1;53.4;59653573;Дорогомилово;;;Москва-Сити;Бадаевский ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва;sale;flat;4;8;1;57.0;69900000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299558863/;Москва;sale;flat;2;4;2;136.6;75000000;Донской;Варшавское шоссе;9с28;Тульская;Даниловская мануфактура
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006046/;Москва;sale;flat;4;6;2;156.0;77400000;Тверской; Малая Дмитровка;29С1;Маяковская;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Москва;sale;flat;9;10;2;82.0;80000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303920462/;Москва;sale;flat;17;78;2;92.0;80000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/304696227/;Москва;sale;flat;3;12;2;65.6;82000000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/288552689/;Москва;sale;flat;46;75;2;114.2;86000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/303773135/;Москва;sale;flat;20;21;2;139.5;89000000;Хорошево-Мневники;Жилой комплекс остров;4-й кв-л;Терехово ;Остров
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/259427417/;Москва;sale;flat;51;75;2;123.0;99000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/299328634/;Москва;sale;flat;7;12;2;77.2;104900000;Хамовники; Ефремова;10с1к4/2;Фрунзенская;Садовые кварталы
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300006052/;Москва;sale;flat;2;5;2;103.0;149980000;Тверской;Никольская ;10/2С2б;Лубянка;St. Nickolas
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301206411/;Москва;sale;flat;2;14;2;42.0;11200000;Молжаниновский;;;Речной вокзал;Первый Ленинградский ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;17500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
Prime;real_estate_agent;https://www.cian.ru/sale/flat/300941020/;Москва;sale;flat;2;28;1;46.3;18400000;Даниловский;1-я оч.;к7;ЗИЛ;Shagal
